,node_id,d,p_min,p_max,c_var,is_generator,energy_type,instance
54,54,36.69546720369916,0.0,0.0,0.0,False,,0
55,55,45.70900681332256,0.0,0.0,0.0,False,,0
56,56,7.071503705637641,0.0,0.0,0.0,False,,0
57,57,7.040754526653467,0.0,0.0,0.0,False,,0
58,58,0.0,0.0,0.0,0.0,True,solar,0
59,59,43.707167215340846,0.0,0.0,0.0,False,,0
60,60,0.0,0.0,0.0,0.0,True,solar,0
61,61,42.84966322224603,0.0,0.0,0.0,False,,0
62,62,0.0,0.0,0.0,0.0,False,,0
63,63,0.0,0.0,0.0,0.0,False,,0
64,64,0.0,38.48486108825455,38.48486108825455,0.0,True,wind,0
65,65,0.0,180.60293329514946,180.60293329514946,0.0,True,wind,0
66,66,16.45594386703431,0.0,0.0,0.0,False,,0
67,67,0.0,0.0,0.0,0.0,False,,0
68,68,0.0,0.0,0.0,0.0,False,,0
69,69,41.943980168999424,0.0,0.0,0.0,False,,0
70,70,0.0,0.0,0.0,0.0,False,,0
71,71,7.035867230259527,0.0,0.0,0.0,False,,0
72,72,3.128357279927453,0.0,0.0,0.0,False,,0
73,73,37.96581242314514,0.0,0.0,0.0,False,,0
74,74,29.178391951507546,0.0,0.0,0.0,False,,0
75,75,42.34041478765112,0.0,0.0,0.0,False,,0
76,76,34.54616034522166,0.0,0.0,0.0,False,,0
77,77,41.20297224446284,0.0,0.0,0.0,False,,0
78,78,21.360291832284485,0.0,0.0,0.0,False,,0
79,79,0.0,0.0,916.2,50.33,True,gas,0
80,80,0.0,0.0,0.0,0.0,False,,0
81,81,31.062482311278465,0.0,0.0,0.0,False,,0
82,82,11.690746129180766,0.0,0.0,0.0,False,,0
83,83,6.830122112965402,0.0,0.0,0.0,False,,0
84,84,13.703490916357545,0.0,0.0,0.0,False,,0
85,85,12.659234187972832,0.0,0.0,0.0,False,,0
86,86,0.0,0.0,360.0,50.33,True,gas,0
87,87,26.855898700156143,0.0,0.0,0.0,False,,0
88,88,0.0,0.0,1146.6,50.33,True,gas,0
89,89,89.67742094110459,0.0,0.0,0.0,False,,0
90,90,6.051306780327634,0.0,0.0,0.0,False,,0
91,91,38.11633728205639,0.0,0.0,0.0,False,,0
92,92,6.465714325978609,0.0,0.0,0.0,False,,0
93,93,18.5628026146638,0.0,0.0,0.0,False,,0
94,94,24.531514664235562,0.0,0.0,0.0,False,,0
95,95,22.713924571229267,0.0,0.0,0.0,False,,0
96,96,8.489477155013253,0.0,0.0,0.0,False,,0
97,97,19.75046738869954,0.0,0.0,0.0,False,,0
98,98,23.461698578658638,0.0,0.0,0.0,False,,0
99,99,0.0,0.0,1175.4,50.33,True,gas,0
100,100,12.976031961816103,0.0,0.0,0.0,False,,0
101,101,3.035885704322939,0.0,0.0,0.0,False,,0
102,102,0.0,0.0,194.4,50.33,True,gas,0
103,103,21.127227842481144,0.0,0.0,0.0,False,,0
104,104,17.036546327742233,0.0,0.0,0.0,False,,0
105,105,22.627716090954454,0.0,0.0,0.0,False,,0
106,106,28.44971924340922,0.0,0.0,0.0,False,,0
107,107,1.1194039042258994,0.0,0.0,0.0,False,,0
108,108,4.319380195956919,0.0,0.0,0.0,False,,0
109,109,22.904390813754976,0.0,0.0,0.0,False,,0
110,110,0.0,0.0,142.20000000000005,50.33,True,gas,0
111,111,38.262377435681024,0.0,0.0,0.0,False,,0
112,112,3.715923196899266,0.0,0.0,0.0,False,,0
113,113,4.396000078481495,0.0,0.0,0.0,False,,0
114,114,11.864041912248153,0.0,0.0,0.0,False,,0
115,115,108.31132810207545,0.0,0.0,0.0,False,,0
116,116,10.703997671466523,0.0,0.0,0.0,False,,0
117,117,18.242759098797553,0.0,0.0,0.0,False,,0
0,0,27.80394614277423,0.0,0.0,0.0,False,,1
1,1,11.245215444695255,0.0,0.0,0.0,False,,1
2,2,23.608969246608126,0.0,0.0,0.0,False,,1
3,3,23.353594432237305,0.0,0.0,0.0,False,,1
4,4,0.0,0.0,0.0,0.0,False,,1
5,5,29.351592776812232,0.0,0.0,0.0,False,,1
6,6,10.846246867868556,0.0,0.0,0.0,False,,1
7,7,15.848509148475333,0.0,0.0,0.0,False,,1
8,8,0.0,0.0,0.0,0.0,False,,1
9,9,0.0,0.0,400.0,0.0,True,hydro,1
10,10,37.217789901617756,0.0,0.0,0.0,False,,1
11,11,0.0,0.0,200.0,0.0,True,hydro,1
12,12,20.470734540776938,0.0,0.0,0.0,False,,1
13,13,7.834932000541749,0.0,0.0,0.0,False,,1
14,14,50.65888541904739,0.0,0.0,0.0,False,,1
15,15,14.647587638299436,0.0,0.0,0.0,False,,1
16,16,5.952223438253319,0.0,0.0,0.0,False,,1
17,17,34.85515073858623,0.0,0.0,0.0,False,,1
18,18,26.587219155674457,0.0,0.0,0.0,False,,1
19,19,9.799699743801805,0.0,0.0,0.0,False,,1
20,20,7.751875609205314,0.0,0.0,0.0,False,,1
21,21,5.261367727660739,0.0,0.0,0.0,False,,1
22,22,3.4484400677617115,0.0,0.0,0.0,False,,1
23,23,6.485332721528216,0.0,0.0,0.0,False,,1
24,24,0.0,0.0,397.8,28.948321000000004,True,coal,1
25,25,0.0,0.0,873.0,22.220979999999997,True,coal,1
26,26,40.34725848009629,0.0,0.0,0.0,False,,1
27,27,9.355942269009677,0.0,0.0,0.0,False,,1
28,28,14.399624022142376,0.0,0.0,0.0,False,,1
29,29,0.0,0.0,0.0,0.0,False,,1
30,30,0.0,0.0,612.0,25.993982,True,coal,1
31,31,32.91931688543352,0.0,0.0,0.0,False,,1
32,32,12.457466286297452,0.0,0.0,0.0,False,,1
33,33,32.43217701645398,0.0,0.0,0.0,False,,1
34,34,19.71893192939592,0.0,0.0,0.0,False,,1
35,35,17.069292574284145,0.0,0.0,0.0,False,,1
36,36,0.0,0.0,0.0,0.0,False,,1
37,37,0.0,0.0,0.0,0.0,False,,1
38,38,15.124811648360463,0.0,0.0,0.0,False,,1
39,39,37.13824566693399,0.0,0.0,0.0,False,,1
40,40,18.975061871853388,0.0,0.0,0.0,False,,1
41,41,55.246392778133284,0.0,0.0,0.0,False,,1
42,42,10.11837697332225,0.0,0.0,0.0,False,,1
43,43,9.307973973663339,0.0,0.0,0.0,False,,1
44,44,31.730760270439248,0.0,0.0,0.0,False,,1
45,45,0.0,0.0,720.0,24.202306,True,coal,1
46,46,19.37335871811423,0.0,0.0,0.0,False,,1
47,47,11.564072366248597,0.0,0.0,0.0,False,,1
48,48,0.0,0.0,0.0,0.0,True,solar,1
49,49,10.725883171406815,0.0,0.0,0.0,False,,1
50,50,9.343113649809188,0.0,0.0,0.0,False,,1
51,51,8.854012862126936,0.0,0.0,0.0,False,,1
52,52,12.589021127472213,0.0,0.0,0.0,False,,1
53,53,0.0,0.0,0.0,0.0,True,solar,1
54,54,37.67556555245896,0.0,0.0,0.0,False,,1
55,55,48.41528531476752,0.0,0.0,0.0,False,,1
56,56,6.224804095216822,0.0,0.0,0.0,False,,1
57,57,7.000834494499827,0.0,0.0,0.0,False,,1
58,58,0.0,0.0,0.0,0.0,True,solar,1
59,59,44.84886303544214,0.0,0.0,0.0,False,,1
60,60,0.0,0.0,0.0,0.0,True,solar,1
61,61,46.434867034320725,0.0,0.0,0.0,False,,1
62,62,0.0,0.0,0.0,0.0,False,,1
63,63,0.0,0.0,0.0,0.0,False,,1
64,64,0.0,37.635226932213115,37.635226932213115,0.0,True,wind,1
65,65,0.0,184.34827188931692,184.34827188931692,0.0,True,wind,1
66,66,16.861053960215877,0.0,0.0,0.0,False,,1
67,67,0.0,0.0,0.0,0.0,False,,1
68,68,0.0,0.0,0.0,0.0,False,,1
69,69,37.78400095533238,0.0,0.0,0.0,False,,1
70,70,0.0,0.0,0.0,0.0,False,,1
71,71,6.952788594104529,0.0,0.0,0.0,False,,1
72,72,3.2232838086148448,0.0,0.0,0.0,False,,1
73,73,36.030598921284565,0.0,0.0,0.0,False,,1
74,74,27.8974932277323,0.0,0.0,0.0,False,,1
75,75,40.115221461872146,0.0,0.0,0.0,False,,1
76,76,33.691754635913554,0.0,0.0,0.0,False,,1
77,77,39.08574319739417,0.0,0.0,0.0,False,,1
78,78,20.62965792998081,0.0,0.0,0.0,False,,1
79,79,0.0,0.0,916.2,50.33,True,gas,1
80,80,0.0,0.0,0.0,0.0,False,,1
81,81,30.709782222273116,0.0,0.0,0.0,False,,1
82,82,11.300713747236165,0.0,0.0,0.0,False,,1
83,83,6.1991607681685785,0.0,0.0,0.0,False,,1
84,84,13.880965009435112,0.0,0.0,0.0,False,,1
85,85,12.998424060295982,0.0,0.0,0.0,False,,1
86,86,0.0,0.0,360.0,50.33,True,gas,1
87,87,23.140886022577174,0.0,0.0,0.0,False,,1
88,88,0.0,0.0,1146.6,50.33,True,gas,1
89,89,94.035748213005,0.0,0.0,0.0,False,,1
90,90,6.008613275740932,0.0,0.0,0.0,False,,1
91,91,36.766217398961885,0.0,0.0,0.0,False,,1
92,92,6.964625936659888,0.0,0.0,0.0,False,,1
93,93,18.24159721912577,0.0,0.0,0.0,False,,1
94,94,25.2101204267572,0.0,0.0,0.0,False,,1
95,95,20.30648578347745,0.0,0.0,0.0,False,,1
96,96,7.3613177441844035,0.0,0.0,0.0,False,,1
97,97,19.655873084003424,0.0,0.0,0.0,False,,1
98,98,22.481432230484433,0.0,0.0,0.0,False,,1
99,99,0.0,0.0,1175.4,50.33,True,gas,1
100,100,12.643208085417891,0.0,0.0,0.0,False,,1
101,101,2.750814386651884,0.0,0.0,0.0,False,,1
102,102,0.0,0.0,194.4,50.33,True,gas,1
103,103,20.07930837438223,0.0,0.0,0.0,False,,1
104,104,17.688304631858955,0.0,0.0,0.0,False,,1
105,105,22.39328532987811,0.0,0.0,0.0,False,,1
106,106,28.050038751898636,0.0,0.0,0.0,False,,1
107,107,1.0936279872774506,0.0,0.0,0.0,False,,1
108,108,4.367417389015072,0.0,0.0,0.0,False,,1
109,109,20.84885031404473,0.0,0.0,0.0,False,,1
110,110,0.0,0.0,142.20000000000005,50.33,True,gas,1
111,111,39.08126119403979,0.0,0.0,0.0,False,,1
112,112,3.8270376520627605,0.0,0.0,0.0,False,,1
113,113,4.060848385804107,0.0,0.0,0.0,False,,1
114,114,12.34565404335263,0.0,0.0,0.0,False,,1
115,115,106.17785511065803,0.0,0.0,0.0,False,,1
116,116,11.324546132763892,0.0,0.0,0.0,False,,1
117,117,19.00878533239137,0.0,0.0,0.0,False,,1
0,0,27.38147085612725,0.0,0.0,0.0,False,,2
1,1,10.407062244533808,0.0,0.0,0.0,False,,2
2,2,22.028401535808705,0.0,0.0,0.0,False,,2
3,3,21.463761327273996,0.0,0.0,0.0,False,,2
4,4,0.0,0.0,0.0,0.0,False,,2
5,5,30.179472464654964,0.0,0.0,0.0,False,,2
6,6,10.005958216155747,0.0,0.0,0.0,False,,2
7,7,14.132849101912178,0.0,0.0,0.0,False,,2
8,8,0.0,0.0,0.0,0.0,False,,2
9,9,0.0,0.0,400.0,0.0,True,hydro,2
10,10,38.670144088715084,0.0,0.0,0.0,False,,2
11,11,0.0,0.0,200.0,0.0,True,hydro,2
12,12,19.808165430443964,0.0,0.0,0.0,False,,2
13,13,7.363736774636642,0.0,0.0,0.0,False,,2
14,14,52.89873941277576,0.0,0.0,0.0,False,,2
15,15,13.341304573069038,0.0,0.0,0.0,False,,2
16,16,5.928969561075071,0.0,0.0,0.0,False,,2
17,17,33.28628836729613,0.0,0.0,0.0,False,,2
18,18,25.004770096218852,0.0,0.0,0.0,False,,2
19,19,9.51749573063743,0.0,0.0,0.0,False,,2
20,20,7.304256416993123,0.0,0.0,0.0,False,,2
21,21,5.192897812671886,0.0,0.0,0.0,False,,2
22,22,3.750488892283669,0.0,0.0,0.0,False,,2
23,23,6.452007895692688,0.0,0.0,0.0,False,,2
24,24,0.0,0.0,397.8,28.948321000000004,True,coal,2
25,25,0.0,0.0,873.0,22.220979999999997,True,coal,2
26,26,38.41994129182122,0.0,0.0,0.0,False,,2
27,27,8.993853894348963,0.0,0.0,0.0,False,,2
28,28,13.777503969447377,0.0,0.0,0.0,False,,2
29,29,0.0,0.0,0.0,0.0,False,,2
30,30,0.0,0.0,612.0,25.993982,True,coal,2
31,31,30.943028763222365,0.0,0.0,0.0,False,,2
32,32,12.9156993035701,0.0,0.0,0.0,False,,2
33,33,34.51051442496176,0.0,0.0,0.0,False,,2
34,34,17.389584492295846,0.0,0.0,0.0,False,,2
35,35,17.1269021591688,0.0,0.0,0.0,False,,2
36,36,0.0,0.0,0.0,0.0,False,,2
37,37,0.0,0.0,0.0,0.0,False,,2
38,38,14.643055019695689,0.0,0.0,0.0,False,,2
39,39,37.330570510326,0.0,0.0,0.0,False,,2
40,40,19.657527403691297,0.0,0.0,0.0,False,,2
41,41,54.1111252345717,0.0,0.0,0.0,False,,2
42,42,9.630792954207035,0.0,0.0,0.0,False,,2
43,43,9.009294746675158,0.0,0.0,0.0,False,,2
44,44,29.61132065338559,0.0,0.0,0.0,False,,2
45,45,0.0,0.0,720.0,24.202306,True,coal,2
46,46,20.283867316609616,0.0,0.0,0.0,False,,2
47,47,12.048344609093459,0.0,0.0,0.0,False,,2
48,48,0.0,0.0,0.0,0.0,True,solar,2
49,49,10.265927416967962,0.0,0.0,0.0,False,,2
50,50,9.397121284721313,0.0,0.0,0.0,False,,2
51,51,9.684062887909025,0.0,0.0,0.0,False,,2
52,52,11.795886560922654,0.0,0.0,0.0,False,,2
53,53,0.0,0.0,0.0,0.0,True,solar,2
54,54,36.551657052403044,0.0,0.0,0.0,False,,2
55,55,50.14702272713514,0.0,0.0,0.0,False,,2
56,56,7.085251839180064,0.0,0.0,0.0,False,,2
57,57,6.907764508371784,0.0,0.0,0.0,False,,2
58,58,0.0,0.0,0.0,0.0,True,solar,2
59,59,44.42733908209915,0.0,0.0,0.0,False,,2
60,60,0.0,0.0,0.0,0.0,True,solar,2
61,61,42.92529627535704,0.0,0.0,0.0,False,,2
62,62,0.0,0.0,0.0,0.0,False,,2
63,63,0.0,0.0,0.0,0.0,False,,2
64,64,0.0,36.61019600393658,36.61019600393658,0.0,True,wind,2
65,65,0.0,168.5220069324447,168.5220069324447,0.0,True,wind,2
66,66,15.636973262472754,0.0,0.0,0.0,False,,2
67,67,0.0,0.0,0.0,0.0,False,,2
68,68,0.0,0.0,0.0,0.0,False,,2
69,69,37.18165953888445,0.0,0.0,0.0,False,,2
70,70,0.0,0.0,0.0,0.0,False,,2
71,71,6.8772276072444205,0.0,0.0,0.0,False,,2
72,72,3.0196372376705742,0.0,0.0,0.0,False,,2
73,73,38.992130700627975,0.0,0.0,0.0,False,,2
74,74,26.924260859176492,0.0,0.0,0.0,False,,2
75,75,38.28441617748678,0.0,0.0,0.0,False,,2
76,76,33.86071988282237,0.0,0.0,0.0,False,,2
77,77,40.29636054187412,0.0,0.0,0.0,False,,2
78,78,23.276045852367904,0.0,0.0,0.0,False,,2
79,79,0.0,0.0,916.2,50.33,True,gas,2
80,80,0.0,0.0,0.0,0.0,False,,2
81,81,29.915464883970216,0.0,0.0,0.0,False,,2
82,82,11.11960206608947,0.0,0.0,0.0,False,,2
83,83,6.094491987637385,0.0,0.0,0.0,False,,2
84,84,13.130619973228526,0.0,0.0,0.0,False,,2
85,85,12.480028891216934,0.0,0.0,0.0,False,,2
86,86,0.0,0.0,360.0,50.33,True,gas,2
87,87,26.407612847337525,0.0,0.0,0.0,False,,2
88,88,0.0,0.0,1146.6,50.33,True,gas,2
89,89,89.05842388688534,0.0,0.0,0.0,False,,2
90,90,5.583831415479537,0.0,0.0,0.0,False,,2
91,91,37.58842687211271,0.0,0.0,0.0,False,,2
92,92,7.135799833539133,0.0,0.0,0.0,False,,2
93,93,17.450295985861587,0.0,0.0,0.0,False,,2
94,94,22.75086583277621,0.0,0.0,0.0,False,,2
95,95,21.032036428978007,0.0,0.0,0.0,False,,2
96,96,8.306626121141804,0.0,0.0,0.0,False,,2
97,97,17.83387259594095,0.0,0.0,0.0,False,,2
98,98,24.551280085149113,0.0,0.0,0.0,False,,2
99,99,0.0,0.0,1175.4,50.33,True,gas,2
100,100,12.376189611000555,0.0,0.0,0.0,False,,2
101,101,2.647376812982218,0.0,0.0,0.0,False,,2
102,102,0.0,0.0,194.4,50.33,True,gas,2
103,103,22.2897368631027,0.0,0.0,0.0,False,,2
104,104,17.74008775635749,0.0,0.0,0.0,False,,2
105,105,21.931680107705155,0.0,0.0,0.0,False,,2
106,106,28.120052078372577,0.0,0.0,0.0,False,,2
107,107,1.1406489969748161,0.0,0.0,0.0,False,,2
108,108,4.154660093595923,0.0,0.0,0.0,False,,2
109,109,22.724919526333395,0.0,0.0,0.0,False,,2
110,110,0.0,0.0,142.20000000000005,50.33,True,gas,2
111,111,39.63735830081078,0.0,0.0,0.0,False,,2
112,112,3.4594232110045344,0.0,0.0,0.0,False,,2
113,113,4.053184312530359,0.0,0.0,0.0,False,,2
114,114,12.332641448007339,0.0,0.0,0.0,False,,2
115,115,96.40167837855383,0.0,0.0,0.0,False,,2
116,116,10.570658608304782,0.0,0.0,0.0,False,,2
117,117,18.278750252246656,0.0,0.0,0.0,False,,2
0,0,27.593702208848722,0.0,0.0,0.0,False,,3
1,1,10.182630751889398,0.0,0.0,0.0,False,,3
2,2,22.954508259865683,0.0,0.0,0.0,False,,3
3,3,20.722012561858786,0.0,0.0,0.0,False,,3
4,4,0.0,0.0,0.0,0.0,False,,3
5,5,25.219691286721638,0.0,0.0,0.0,False,,3
6,6,9.965809277705576,0.0,0.0,0.0,False,,3
7,7,14.679925079809605,0.0,0.0,0.0,False,,3
8,8,0.0,0.0,0.0,0.0,False,,3
9,9,0.0,0.0,400.0,0.0,True,hydro,3
10,10,37.719652611795446,0.0,0.0,0.0,False,,3
11,11,0.0,0.0,200.0,0.0,True,hydro,3
12,12,19.922641137822247,0.0,0.0,0.0,False,,3
13,13,8.337710937610897,0.0,0.0,0.0,False,,3
14,14,49.97220653098947,0.0,0.0,0.0,False,,3
15,15,12.99007512465797,0.0,0.0,0.0,False,,3
16,16,6.718131138793666,0.0,0.0,0.0,False,,3
17,17,31.118455929415553,0.0,0.0,0.0,False,,3
18,18,24.901344761258404,0.0,0.0,0.0,False,,3
19,19,10.158616847970931,0.0,0.0,0.0,False,,3
20,20,7.754511340329769,0.0,0.0,0.0,False,,3
21,21,5.624473343724717,0.0,0.0,0.0,False,,3
22,22,3.6503410169551875,0.0,0.0,0.0,False,,3
23,23,6.1880077794798325,0.0,0.0,0.0,False,,3
24,24,0.0,0.0,397.8,28.948321000000004,True,coal,3
25,25,0.0,0.0,873.0,22.220979999999997,True,coal,3
26,26,40.86515231493102,0.0,0.0,0.0,False,,3
27,27,9.08780769741292,0.0,0.0,0.0,False,,3
28,28,13.195925915253166,0.0,0.0,0.0,False,,3
29,29,0.0,0.0,0.0,0.0,False,,3
30,30,0.0,0.0,612.0,25.993982,True,coal,3
31,31,32.07540781292915,0.0,0.0,0.0,False,,3
32,32,14.051440889718227,0.0,0.0,0.0,False,,3
33,33,32.997489121074565,0.0,0.0,0.0,False,,3
34,34,19.605260322390528,0.0,0.0,0.0,False,,3
35,35,17.442242390268397,0.0,0.0,0.0,False,,3
36,36,0.0,0.0,0.0,0.0,False,,3
37,37,0.0,0.0,0.0,0.0,False,,3
38,38,15.448324802077972,0.0,0.0,0.0,False,,3
39,39,40.45226244301112,0.0,0.0,0.0,False,,3
40,40,18.591704770862687,0.0,0.0,0.0,False,,3
41,41,51.922547123122456,0.0,0.0,0.0,False,,3
42,42,9.324174006251164,0.0,0.0,0.0,False,,3
43,43,9.127884917667911,0.0,0.0,0.0,False,,3
44,44,28.26090709874545,0.0,0.0,0.0,False,,3
45,45,0.0,0.0,720.0,24.202306,True,coal,3
46,46,19.515663830226785,0.0,0.0,0.0,False,,3
47,47,11.130252957581003,0.0,0.0,0.0,False,,3
48,48,0.0,0.0,0.0,0.0,True,solar,3
49,49,10.11663474046641,0.0,0.0,0.0,False,,3
50,50,9.47661097772929,0.0,0.0,0.0,False,,3
51,51,8.848023141237503,0.0,0.0,0.0,False,,3
52,52,12.807913848268548,0.0,0.0,0.0,False,,3
53,53,0.0,0.0,0.0,0.0,True,solar,3
54,54,34.56991751028872,0.0,0.0,0.0,False,,3
55,55,42.38361860987443,0.0,0.0,0.0,False,,3
56,56,6.543547487048631,0.0,0.0,0.0,False,,3
57,57,6.507671076912285,0.0,0.0,0.0,False,,3
58,58,0.0,0.0,0.0,0.0,True,solar,3
59,59,41.36537668943928,0.0,0.0,0.0,False,,3
60,60,0.0,0.0,0.0,0.0,True,solar,3
61,61,41.93107520679527,0.0,0.0,0.0,False,,3
62,62,0.0,0.0,0.0,0.0,False,,3
63,63,0.0,0.0,0.0,0.0,False,,3
64,64,0.0,36.343907909102,36.343907909102,0.0,True,wind,3
65,65,0.0,162.42947314390435,162.42947314390435,0.0,True,wind,3
66,66,15.605953574280964,0.0,0.0,0.0,False,,3
67,67,0.0,0.0,0.0,0.0,False,,3
68,68,0.0,0.0,0.0,0.0,False,,3
69,69,37.3753687960526,0.0,0.0,0.0,False,,3
70,70,0.0,0.0,0.0,0.0,False,,3
71,71,6.597190730680003,0.0,0.0,0.0,False,,3
72,72,3.269686591525134,0.0,0.0,0.0,False,,3
73,73,37.26403368946122,0.0,0.0,0.0,False,,3
74,74,24.674987248080257,0.0,0.0,0.0,False,,3
75,75,38.15818740908796,0.0,0.0,0.0,False,,3
76,76,33.605836367467006,0.0,0.0,0.0,False,,3
77,77,41.22562637957034,0.0,0.0,0.0,False,,3
78,78,20.92693061210565,0.0,0.0,0.0,False,,3
79,79,0.0,0.0,916.2,50.33,True,gas,3
80,80,0.0,0.0,0.0,0.0,False,,3
81,81,29.061400969899633,0.0,0.0,0.0,False,,3
82,82,11.228882280547683,0.0,0.0,0.0,False,,3
83,83,6.374387899165333,0.0,0.0,0.0,False,,3
84,84,13.286708113964984,0.0,0.0,0.0,False,,3
85,85,12.333504815115305,0.0,0.0,0.0,False,,3
86,86,0.0,0.0,360.0,50.33,True,gas,3
87,87,26.183757975736803,0.0,0.0,0.0,False,,3
88,88,0.0,0.0,1146.6,50.33,True,gas,3
89,89,75.8160754253557,0.0,0.0,0.0,False,,3
90,90,5.81963960308995,0.0,0.0,0.0,False,,3
91,91,34.20823997412767,0.0,0.0,0.0,False,,3
92,92,7.0712792235160045,0.0,0.0,0.0,False,,3
93,93,17.182291161229042,0.0,0.0,0.0,False,,3
94,94,22.028055353300587,0.0,0.0,0.0,False,,3
95,95,21.02470525425469,0.0,0.0,0.0,False,,3
96,96,8.216689309208618,0.0,0.0,0.0,False,,3
97,97,18.780564544665708,0.0,0.0,0.0,False,,3
98,98,23.874803415047424,0.0,0.0,0.0,False,,3
99,99,0.0,0.0,1175.4,50.33,True,gas,3
100,100,12.467710711533947,0.0,0.0,0.0,False,,3
101,101,2.779026198727122,0.0,0.0,0.0,False,,3
102,102,0.0,0.0,194.4,50.33,True,gas,3
103,103,19.98159774279133,0.0,0.0,0.0,False,,3
104,104,17.722904042518525,0.0,0.0,0.0,False,,3
105,105,22.246216780500514,0.0,0.0,0.0,False,,3
106,106,26.153807991827854,0.0,0.0,0.0,False,,3
107,107,1.0951124812525668,0.0,0.0,0.0,False,,3
108,108,4.4490907111952485,0.0,0.0,0.0,False,,3
109,109,20.489243854835873,0.0,0.0,0.0,False,,3
110,110,0.0,0.0,142.20000000000005,50.33,True,gas,3
111,111,37.23922834378453,0.0,0.0,0.0,False,,3
112,112,3.5209621098497967,0.0,0.0,0.0,False,,3
113,113,4.568689708973218,0.0,0.0,0.0,False,,3
114,114,12.80553069002908,0.0,0.0,0.0,False,,3
115,115,100.77825647491272,0.0,0.0,0.0,False,,3
116,116,10.821810686257056,0.0,0.0,0.0,False,,3
117,117,17.853122309400092,0.0,0.0,0.0,False,,3
0,0,28.099079183473773,0.0,0.0,0.0,False,,4
1,1,9.640184002320852,0.0,0.0,0.0,False,,4
2,2,22.400801015218757,0.0,0.0,0.0,False,,4
3,3,21.626298984473568,0.0,0.0,0.0,False,,4
4,4,0.0,0.0,0.0,0.0,False,,4
5,5,28.31355439978472,0.0,0.0,0.0,False,,4
6,6,10.931707189240086,0.0,0.0,0.0,False,,4
7,7,14.490358809481316,0.0,0.0,0.0,False,,4
8,8,0.0,0.0,0.0,0.0,False,,4
9,9,0.0,0.0,400.0,0.0,True,hydro,4
10,10,39.03089751994389,0.0,0.0,0.0,False,,4
11,11,0.0,0.0,200.0,0.0,True,hydro,4
12,12,18.817781714018796,0.0,0.0,0.0,False,,4
13,13,7.599669926916241,0.0,0.0,0.0,False,,4
